pokedex_number,name,generation,is_legendary,type_number,type_1,type_2,height_m,weight_kg,ability_1,ability_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,base_friendship,egg_type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,Evolution,form,base_name
521,Unfezant,5,0,2,Normal,Flying,1.2,29.0,Big Pecks,Super Luck,488.0,80.0,115.0,80.0,65.0,55.0,93.0,70.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,
522,Blitzle,5,0,1,Electric,,0.8,29.8,Lightning Rod,Motor Drive,295.0,45.0,60.0,32.0,50.0,32.0,76.0,70.0,Field,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
523,Zebstrika,5,0,1,Electric,,1.6,79.5,Lightning Rod,Motor Drive,497.0,75.0,100.0,63.0,80.0,63.0,116.0,70.0,Field,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
524,Roggenrola,5,0,1,Rock,,0.4,18.0,Sturdy,Weak Armor,280.0,55.0,75.0,85.0,25.0,25.0,15.0,70.0,Mineral,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
525,Boldore,5,0,1,Rock,,0.9,102.0,Sturdy,Weak Armor,390.0,70.0,105.0,105.0,50.0,40.0,20.0,70.0,Mineral,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
526,Gigalith,5,0,1,Rock,,1.7,260.0,Sturdy,Sand Stream,515.0,85.0,135.0,130.0,60.0,80.0,25.0,70.0,Mineral,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
527,Woobat,5,0,2,Psychic,Flying,0.4,2.1,Unaware,Klutz,323.0,65.0,45.0,43.0,55.0,43.0,72.0,70.0,Field,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,base,
528,Swoobat,5,0,2,Psychic,Flying,0.9,10.5,Unaware,Klutz,425.0,67.0,57.0,55.0,77.0,55.0,114.0,70.0,Field,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,base,
529,Drilbur,5,0,1,Ground,,0.3,8.5,Sand Rush,Sand Force,328.0,60.0,85.0,40.0,30.0,45.0,68.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,base,
530,Excadrill,5,0,2,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,508.0,110.0,135.0,60.0,50.0,65.0,88.0,70.0,Field,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,,base,
531,Audino,5,0,1,Normal,,1.1,31.0,Healer,Regenerator,445.0,103.0,60.0,86.0,60.0,86.0,50.0,70.0,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
531,Mega Audino,5,0,2,Normal,Fairy,1.5,32.0,Healer,,545.0,103.0,60.0,126.0,80.0,126.0,50.0,70.0,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,,mega,Audino
532,Timburr,5,0,1,Fighting,,0.6,12.5,Guts,Sheer Force,305.0,75.0,80.0,55.0,25.0,35.0,35.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
533,Gurdurr,5,0,1,Fighting,,1.2,40.0,Guts,Sheer Force,405.0,85.0,105.0,85.0,40.0,50.0,40.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
534,Conkeldurr,5,0,1,Fighting,,1.4,87.0,Guts,Sheer Force,505.0,105.0,140.0,95.0,55.0,65.0,45.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
535,Tympole,5,0,1,Water,,0.5,4.5,Swift Swim,Hydration,294.0,50.0,50.0,40.0,50.0,40.0,64.0,70.0,Water 1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
536,Palpitoad,5,0,2,Water,Ground,0.8,17.0,Swift Swim,Hydration,384.0,75.0,65.0,55.0,65.0,55.0,69.0,70.0,Water 1,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,base,
537,Seismitoad,5,0,2,Water,Ground,1.5,62.0,Swift Swim,Poison Touch,509.0,105.0,95.0,75.0,85.0,75.0,74.0,70.0,Water 1,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,base,
538,Throh,5,0,1,Fighting,,1.3,55.5,Guts,Inner Focus,465.0,120.0,100.0,85.0,30.0,85.0,45.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
539,Sawk,5,0,1,Fighting,,1.4,51.0,Sturdy,Inner Focus,465.0,75.0,125.0,75.0,30.0,75.0,85.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
540,Sewaddle,5,0,2,Bug,Grass,0.3,2.5,Swarm,Chlorophyll,310.0,45.0,53.0,70.0,40.0,60.0,42.0,70.0,Bug,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
541,Swadloon,5,0,2,Bug,Grass,0.5,7.3,Leaf Guard,Chlorophyll,380.0,55.0,63.0,90.0,50.0,80.0,42.0,70.0,Bug,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
542,Leavanny,5,0,2,Bug,Grass,1.2,20.5,Swarm,Chlorophyll,500.0,75.0,103.0,80.0,70.0,80.0,92.0,70.0,Bug,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
543,Venipede,5,0,2,Bug,Poison,0.4,5.3,Poison Point,Swarm,260.0,30.0,45.0,59.0,30.0,39.0,57.0,70.0,Bug,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,base,
544,Whirlipede,5,0,2,Bug,Poison,1.2,58.5,Poison Point,Swarm,360.0,40.0,55.0,99.0,40.0,79.0,47.0,70.0,Bug,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,base,
545,Scolipede,5,0,2,Bug,Poison,2.5,200.5,Poison Point,Swarm,485.0,60.0,100.0,89.0,55.0,69.0,112.0,70.0,Bug,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,base,
546,Cottonee,5,0,2,Grass,Fairy,0.3,0.6,Prankster,Infiltrator,280.0,40.0,27.0,60.0,37.0,50.0,66.0,70.0,Fairy,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,,base,
547,Whimsicott,5,0,2,Grass,Fairy,0.7,6.6,Prankster,Infiltrator,480.0,60.0,67.0,85.0,77.0,75.0,116.0,70.0,Fairy,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,,base,
548,Petilil,5,0,1,Grass,,0.5,6.6,Chlorophyll,Own Tempo,280.0,45.0,35.0,50.0,70.0,50.0,30.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
549,Lilligant,5,0,1,Grass,,1.1,16.3,Chlorophyll,Own Tempo,480.0,70.0,60.0,75.0,110.0,75.0,90.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
550,Basculin Red-Striped Form,5,0,1,Water,,1.0,18.0,Reckless,Adaptability,460.0,70.0,92.0,65.0,80.0,55.0,98.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
550,Basculin Blue-Striped Form,5,0,1,Water,,1.0,18.0,Rock Head,Adaptability,460.0,70.0,92.0,65.0,80.0,55.0,98.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
551,Sandile,5,0,2,Ground,Dark,0.7,15.2,Intimidate,Moxie,292.0,50.0,72.0,35.0,35.0,35.0,65.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,,base,
552,Krokorok,5,0,2,Ground,Dark,1.0,33.4,Intimidate,Moxie,351.0,60.0,82.0,45.0,45.0,45.0,74.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,,base,
553,Krookodile,5,0,2,Ground,Dark,1.5,96.3,Intimidate,Moxie,519.0,95.0,117.0,80.0,65.0,70.0,92.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,,base,
554,Darumaka,5,0,1,Fire,,0.6,37.5,Hustle,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
554,Galarian Darumaka,5,0,1,Ice,,0.7,40.0,Hustle,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,,Field,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
555,Darmanitan Standard Mode,5,0,1,Fire,,1.3,92.9,Sheer Force,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
555,Darmanitan Zen Mode,5,0,2,Fire,Psychic,1.3,92.9,Sheer Force,,540.0,105.0,30.0,105.0,140.0,105.0,55.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,,base,
555,Darmanitan Galarian Standard Mode,5,0,1,Ice,,1.7,120.0,Gorilla Tactics,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,Field,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
555,Darmanitan Galarian Zen Mode,5,0,2,Ice,Fire,1.7,120.0,Gorilla Tactics,,540.0,105.0,160.0,55.0,30.0,55.0,135.0,,,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5,,base,
556,Maractus,5,0,1,Grass,,1.0,28.0,Water Absorb,Chlorophyll,461.0,75.0,86.0,67.0,106.0,67.0,60.0,70.0,Grass,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
557,Dwebble,5,0,2,Bug,Rock,0.3,14.5,Sturdy,Shell Armor,325.0,50.0,65.0,85.0,35.0,35.0,55.0,70.0,Bug,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
558,Crustle,5,0,2,Bug,Rock,1.4,200.0,Sturdy,Shell Armor,485.0,70.0,105.0,125.0,65.0,75.0,45.0,70.0,Bug,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
559,Scraggy,5,0,2,Dark,Fighting,0.6,11.8,Shed Skin,Moxie,348.0,50.0,75.0,70.0,35.0,70.0,48.0,35.0,Dragon,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,,base,
560,Scrafty,5,0,2,Dark,Fighting,1.1,30.0,Shed Skin,Moxie,488.0,65.0,90.0,115.0,45.0,115.0,58.0,70.0,Dragon,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,,base,
561,Sigilyph,5,0,2,Psychic,Flying,1.4,14.0,Wonder Skin,Magic Guard,490.0,72.0,58.0,80.0,103.0,80.0,97.0,70.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,base,
562,Yamask,5,0,1,Ghost,,0.5,1.5,Mummy,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,70.0,Amorphous,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,base,
562,Galarian Yamask,5,0,2,Ground,Ghost,0.5,1.5,Wandering Spirit,,303.0,38.0,55.0,85.0,30.0,65.0,30.0,,Amorphous,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,,base,
563,Cofagrigus,5,0,1,Ghost,,1.7,76.5,Mummy,,483.0,58.0,50.0,145.0,95.0,105.0,30.0,70.0,Amorphous,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,base,
564,Tirtouga,5,0,2,Water,Rock,0.7,16.5,Solid Rock,Sturdy,355.0,54.0,78.0,103.0,53.0,45.0,22.0,70.0,Water 1,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
565,Carracosta,5,0,2,Water,Rock,1.2,81.0,Solid Rock,Sturdy,495.0,74.0,108.0,133.0,83.0,65.0,32.0,70.0,Water 1,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
566,Archen,5,0,2,Rock,Flying,0.5,9.5,Defeatist,,401.0,55.0,112.0,45.0,74.0,45.0,70.0,70.0,Flying,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,,base,
567,Archeops,5,0,2,Rock,Flying,1.4,32.0,Defeatist,,567.0,75.0,140.0,65.0,112.0,65.0,110.0,70.0,Flying,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,,base,
568,Trubbish,5,0,1,Poison,,0.6,31.0,Stench,Sticky Hold,329.0,50.0,50.0,62.0,40.0,62.0,65.0,70.0,Mineral,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
569,Garbodor,5,0,1,Poison,,1.9,107.3,Stench,Weak Armor,474.0,80.0,95.0,82.0,60.0,82.0,75.0,70.0,Mineral,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
570,Zorua,5,0,1,Dark,,0.7,12.5,Illusion,,330.0,40.0,65.0,40.0,80.0,40.0,65.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,base,
571,Zoroark,5,0,1,Dark,,1.6,81.1,Illusion,,510.0,60.0,105.0,60.0,120.0,60.0,105.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,base,
572,Minccino,5,0,1,Normal,,0.4,5.8,Cute Charm,Technician,300.0,55.0,50.0,40.0,40.0,40.0,75.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
573,Cinccino,5,0,1,Normal,,0.5,7.5,Cute Charm,Technician,470.0,75.0,95.0,60.0,65.0,60.0,115.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
574,Gothita,5,0,1,Psychic,,0.4,5.8,Frisk,Competitive,290.0,45.0,30.0,50.0,55.0,65.0,45.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
575,Gothorita,5,0,1,Psychic,,0.7,18.0,Frisk,Competitive,390.0,60.0,45.0,70.0,75.0,85.0,55.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
576,Gothitelle,5,0,1,Psychic,,1.5,44.0,Frisk,Competitive,490.0,70.0,55.0,95.0,95.0,110.0,65.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
577,Solosis,5,0,1,Psychic,,0.3,1.0,Overcoat,Magic Guard,290.0,45.0,30.0,40.0,105.0,50.0,20.0,70.0,Amorphous,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
578,Duosion,5,0,1,Psychic,,0.6,8.0,Overcoat,Magic Guard,370.0,65.0,40.0,50.0,125.0,60.0,30.0,70.0,Amorphous,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
579,Reuniclus,5,0,1,Psychic,,1.0,20.1,Overcoat,Magic Guard,490.0,110.0,65.0,75.0,125.0,85.0,30.0,70.0,Amorphous,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
580,Ducklett,5,0,2,Water,Flying,0.5,5.5,Keen Eye,Big Pecks,305.0,62.0,44.0,50.0,44.0,50.0,55.0,70.0,Flying,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,
581,Swanna,5,0,2,Water,Flying,1.3,24.2,Keen Eye,Big Pecks,473.0,75.0,87.0,63.0,87.0,63.0,98.0,70.0,Flying,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,
582,Vanillite,5,0,1,Ice,,0.4,5.7,Ice Body,Snow Cloak,305.0,36.0,50.0,50.0,65.0,60.0,44.0,70.0,Mineral,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
583,Vanillish,5,0,1,Ice,,1.1,41.0,Ice Body,Snow Cloak,395.0,51.0,65.0,65.0,80.0,75.0,59.0,70.0,Mineral,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
584,Vanilluxe,5,0,1,Ice,,1.3,57.5,Ice Body,Snow Warning,535.0,71.0,95.0,85.0,110.0,95.0,79.0,70.0,Mineral,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
585,Deerling,5,0,2,Normal,Grass,0.6,19.5,Chlorophyll,Sap Sipper,335.0,60.0,60.0,50.0,40.0,50.0,75.0,70.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
586,Sawsbuck,5,0,2,Normal,Grass,1.9,92.5,Chlorophyll,Sap Sipper,475.0,80.0,100.0,70.0,60.0,70.0,95.0,70.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
587,Emolga,5,0,2,Electric,Flying,0.4,5.0,Static,,428.0,55.0,75.0,60.0,75.0,60.0,103.0,70.0,Field,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,
588,Karrablast,5,0,1,Bug,,0.5,5.9,Swarm,Shed Skin,315.0,50.0,75.0,45.0,40.0,45.0,60.0,70.0,Bug,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
589,Escavalier,5,0,2,Bug,Steel,1.0,33.0,Swarm,Shell Armor,495.0,70.0,135.0,105.0,60.0,105.0,20.0,70.0,Bug,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,,base,
590,Foongus,5,0,2,Grass,Poison,0.2,1.0,Effect Spore,,294.0,69.0,55.0,45.0,55.0,55.0,15.0,70.0,Grass,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,base,
591,Amoonguss,5,0,2,Grass,Poison,0.6,10.5,Effect Spore,,464.0,114.0,85.0,70.0,85.0,80.0,30.0,70.0,Grass,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,base,
592,Frillish,5,0,2,Water,Ghost,1.2,33.0,Water Absorb,Cursed Body,335.0,55.0,40.0,50.0,65.0,85.0,40.0,70.0,Amorphous,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,,base,
593,Jellicent,5,0,2,Water,Ghost,2.2,135.0,Water Absorb,Cursed Body,480.0,100.0,60.0,70.0,85.0,105.0,60.0,70.0,Amorphous,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,,base,
594,Alomomola,5,0,1,Water,,1.2,31.6,Healer,Hydration,470.0,165.0,75.0,80.0,40.0,45.0,65.0,70.0,Water 1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
595,Joltik,5,0,2,Bug,Electric,0.1,0.6,Compound Eyes,Unnerve,319.0,50.0,47.0,50.0,57.0,50.0,65.0,70.0,Bug,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,
596,Galvantula,5,0,2,Bug,Electric,0.8,14.3,Compound Eyes,Unnerve,472.0,70.0,77.0,60.0,97.0,60.0,108.0,70.0,Bug,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,,base,
597,Ferroseed,5,0,2,Grass,Steel,0.6,18.8,Iron Barbs,,305.0,44.0,50.0,91.0,24.0,86.0,10.0,70.0,Grass,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,,base,
598,Ferrothorn,5,0,2,Grass,Steel,1.0,110.0,Iron Barbs,,489.0,74.0,94.0,131.0,54.0,116.0,20.0,70.0,Grass,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,,base,
599,Klink,5,0,1,Steel,,0.3,21.0,Plus,Minus,300.0,40.0,55.0,70.0,45.0,60.0,30.0,70.0,Mineral,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,base,
600,Klang,5,0,1,Steel,,0.6,51.0,Plus,Minus,440.0,60.0,80.0,95.0,70.0,85.0,50.0,70.0,Mineral,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,base,
601,Klinklang,5,0,1,Steel,,0.6,81.0,Plus,Minus,520.0,60.0,100.0,115.0,70.0,85.0,90.0,70.0,Mineral,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,base,
602,Tynamo,5,0,1,Electric,,0.2,0.3,Levitate,,275.0,35.0,55.0,40.0,45.0,40.0,60.0,70.0,Amorphous,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
603,Eelektrik,5,0,1,Electric,,1.2,22.0,Levitate,,405.0,65.0,85.0,70.0,75.0,70.0,40.0,70.0,Amorphous,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
